experiment,best_score_cv,train_r2,train_mse,train_rmse,train_mae,test_r2,test_mse,test_rmse,test_mae
exp_01,0.48899957632339885,0.9999790362918526,0.005808630223703683,0.07621437019160943,0.04064445730996641,0.6933089175709113,79.60101883374988,8.921940306556072,6.532291649021973
exp_02,0.1661752276586947,0.9999999681036688,8.83784454935554e-06,0.0029728512491134737,0.0018274709600496698,0.7323000624161844,69.4809500316331,8.335523380786181,6.386415976719001
