Cu,Ni,Al,r,del_r,del_EN,S,VEC
0.04,0.88,0.08,1.3420000000000003,0.0271293199325011,0.08129354217894551,3.685651832865677,9.48
0.04,0.9,0.06,1.344,0.023748684174075853,0.07117190456914858,3.2622817407279965,9.62
0.04,0.92,0.04,1.3460000000000003,0.019595917942265444,0.058738743602497964,2.7787146096180657,9.76
0.04,0.94,0.02,1.3479999999999999,0.014000000000000012,0.04198856987324048,2.20452670978221,9.899999999999999
0.04,0.96,0.0,1.35,0.0,0.001959591794226544,1.3962876442619143,10.04
0.06,0.0,0.94,1.2559999999999998,0.023748684174075853,0.06887118410481988,1.8870079820700256,3.4799999999999995
0.06,0.02,0.92,1.2580000000000002,0.027129319932501096,0.07936271164722128,2.691708908272897,3.62
0.06,0.04,0.9,1.26,0.030000000000000027,0.08821360439297325,3.262281740727996,3.7600000000000002
0.06,0.06,0.88,1.262,0.03249615361854387,0.09587929912134313,3.742153456542354,3.9
0.06,0.08,0.86,1.264,0.03469870314579497,0.10262572776843039,4.161744132368746,4.04
0.06,0.1,0.84,1.266,0.03666060555964675,0.10862430667212558,4.53545325927004,4.18
0.06,0.12,0.82,1.2679999999999998,0.038418745424597125,0.1139931576893981,4.871721632475676,4.32
0.06,0.14,0.8,1.27,0.040000000000000036,0.11881767545277085,5.17609091075337,4.460000000000001
0.06,0.16,0.78,1.2720000000000002,0.041424630354416,0.12316184474097479,5.452467006427155,4.6
0.06,0.18,0.76,1.274,0.04270831300812528,0.12707493852054377,5.703739576281678,4.74
0.06,0.2,0.74,1.276,0.04386342439892266,0.13059571202761588,5.932122091384087,4.88
0.06,0.22,0.72,1.278,0.044899888641287335,0.1337551494335825,6.139354180367012,5.0200000000000005
0.06,0.24,0.7,1.28,0.045825756949558434,0.13657832917414087,6.326829532073333,5.159999999999999
0.06,0.26,0.68,1.282,0.04664761515876245,0.13908572895879712,6.495680630859289,5.3
0.06,0.28,0.66,1.2840000000000003,0.04737087712930809,0.14129416123817706,6.646837022711124,5.4399999999999995
0.06,0.3,0.64,1.286,0.04800000000000004,0.1432174570364939,6.781066592100041,5.58
0.06,0.32,0.62,1.288,0.04853864439804643,0.1448669734618625,6.899005506090419,5.720000000000001
0.06,0.34,0.6,1.29,0.048989794855663606,0.14625197434564763,7.001180341922562,5.86
0.06,0.36,0.58,1.2919999999999998,0.0493558507170123,0.14737991722076646,7.088024659102494,6.0
0.06,0.38,0.56,1.294,0.04963869458396347,0.1482566693272177,7.159891510736166,6.140000000000001
0.06,0.4,0.54,1.296,0.04983974317750849,0.14888666830848213,7.2170629039808585,6.28
0.06,0.42,0.52,1.298,0.04995998398718723,0.14927303842288456,7.259756902315227,6.42
0.06,0.44,0.5,1.3,0.050000000000000044,0.1494176696378309,7.288132847896039,6.5600000000000005
0.06,0.46,0.48,1.302,0.04995998398718723,0.1493212643932537,7.3022950320361755,6.700000000000001
0.06,0.48,0.46,1.304,0.04983974317750849,0.14898335477495456,7.3022950320361755,6.84
0.06,0.5,0.44,1.306,0.04963869458396347,0.1484022910874356,7.28813284789604,6.98
0.06,0.52,0.42,1.308,0.0493558507170123,0.14757520116875997,7.259756902315227,7.12
0.06,0.54,0.4,1.31,0.048989794855663606,0.14649791807394388,7.2170629039808585,7.260000000000001
0.06,0.56,0.38,1.312,0.048538644398046435,0.1451648717837755,7.159891510736167,7.4
0.06,0.58,0.36,1.314,0.04800000000000004,0.14356893814471142,7.088024659102493,7.54
0.06,0.6,0.34,1.316,0.047370877129308084,0.14170123499814663,7.001180341922562,7.68
0.06,0.62,0.32,1.318,0.04664761515876245,0.13955085094688593,6.899005506090419,7.82
0.06,0.64,0.3,1.32,0.04582575694955844,0.13710448570342246,6.781066592100041,7.960000000000001
0.06,0.66,0.28,1.322,0.044899888641287335,0.13434597128310166,6.646837022711125,8.100000000000001
0.06,0.68,0.26,1.324,0.04386342439892266,0.13125562845074484,6.495680630859289,8.24
0.06,0.7,0.24,1.326,0.04270831300812528,0.12780938932644964,6.326829532073332,8.38
0.06,0.72,0.22,1.3279999999999998,0.041424630354415994,0.12397757861807103,6.139354180367012,8.52
0.06,0.74,0.2,1.33,0.040000000000000036,0.11972318071284267,5.932122091384087,8.66
0.06,0.76,0.18,1.3319999999999999,0.038418745424597125,0.11499930434572195,5.703739576281677,8.8
0.06,0.78,0.16,1.334,0.03666060555964675,0.10974534158678438,5.452467006427155,8.940000000000001
0.06,0.8,0.14,1.336,0.03469870314579498,0.10388089333462622,5.176090910753372,9.08
0.06,0.82,0.12,1.3379999999999999,0.03249615361854387,0.09729563196773013,4.871721632475676,9.219999999999999
0.06,0.84,0.1,1.34,0.03000000000000003,0.0898311749895324,4.53545325927004,9.360000000000001
0.06,0.86,0.08,1.342,0.027129319932501096,0.08124555372449616,4.161744132368746,9.5
0.06,0.88,0.06,1.344,0.023748684174075853,0.07113395813533782,3.7421534565423538,9.64
0.06,0.9,0.04,1.346,0.01959591794226544,0.05871320124128811,3.2622817407279965,9.78
0.06,0.92,0.02,1.348,0.014000000000000012,0.041981424463683914,2.6917089082728975,9.920000000000002
0.06,0.94,0.0,1.3499999999999999,2.220446049250313e-16,0.0023748684174075855,1.8870079820700256,10.059999999999999
0.08,0.0,0.92,1.2580000000000002,0.027129319932501096,0.07867502780425306,2.3176885568840357,3.64
0.08,0.02,0.9,1.26,0.030000000000000027,0.08760913194410723,3.11877441570615,3.7800000000000002
0.08,0.04,0.88,1.262,0.032496153618543876,0.09533603725769176,3.685651832865677,3.92
0.08,0.06,0.86,1.264,0.03469870314579497,0.10213011309109565,4.161744132368746,4.0600000000000005
0.08,0.08,0.84,1.266,0.03666060555964675,0.10816727786165271,4.577467482810827,4.2
0.08,0.1,0.82,1.268,0.038418745424597125,0.11356830543774078,4.94721718794855,4.34
0.08,0.12,0.8,1.27,0.040000000000000036,0.11842026853541578,5.279429549199486,4.48
0.08,0.14,0.78,1.2720000000000002,0.041424630354416,0.12278827305569527,5.579641394348056,4.62
0.08,0.16,0.76,1.274,0.04270831300812528,0.12672237371514147,5.8517534329638305,4.76
0.08,0.18,0.74,1.276,0.04386342439892266,0.13026189005230954,6.098649708150525,4.8999999999999995
0.08,0.2,0.72,1.278,0.044899888641287335,0.1334382254078642,6.322537621917695,5.04
0.08,0.22,0.7,1.28,0.04582575694955844,0.13627677718525624,6.525150227835412,5.18
